# Resistivity Experiment v3.0
# 
# Data Acquisition Unit: Agilent Model 34970A
# Start Time: 1:50:47.002 PM 5/24/2018 ; Start Temp: 298.9410 K
# Time (s)   Temp (K)         R1         R2         R3         R4         R5
  1143.154   247.9180   845.8248   2755.125   4.542702   520617.8   26.85752
  1144.726   247.8510   844.6932   2755.290   4.542131   523483.2   26.85739
  1146.154   247.7640   844.9665   2755.385   4.540864   525459.0   26.85726
  1147.655   247.7110   844.4904   2755.511   4.538015   527455.0   26.85663
  1149.156   247.6840   844.4042   2755.594   4.537381   529131.7   26.85669
  1150.656   247.6350   844.1297   2755.727   4.536051   531091.0   26.85758
  1152.155   247.5590   843.5237   2755.841   4.534467   532950.1   26.85701
  1153.726   247.5020   843.2537   2755.923   4.533264   534642.0   26.85688
  1155.153   247.4730   843.1371   2756.050   4.531680   536052.6   26.85694
  1156.655   247.2450   843.0192   2756.151   4.530731   541124.4   26.85656
  1158.155   247.3170   842.6496   2756.246   4.528577   542570.4   26.85688
  1159.726   247.2680   842.0759   2756.398   4.527184   543727.4   26.85701
  1161.654   247.1870   841.6050   2756.481   4.525726   545266.1   26.85669
  1163.147   247.1160   841.2347   2756.620   4.524776   547079.6   26.85732
  1164.725   247.0900   841.1498   2756.721   4.523320   548697.9   26.85600
  1166.485   247.0100   840.6230   2756.854   4.521673   550764.9   26.85663
  1167.654   247.0030   840.6091   2756.893   4.521800   551930.9   26.85688
  1169.153   246.8900   840.0589   2757.013   4.519393   554885.0   26.85637
  1170.653   246.8880   839.6234   2757.121   4.519773   556443.8   26.85618
  1172.224   246.8080   839.4092   2757.260   4.517873   558052.1   26.85530
  1173.655   246.7680   839.1163   2757.304   4.516353   559548.8   26.85568
  1175.154   246.6640   838.7734   2757.450   4.515276   561310.4   26.85625
  1176.653   246.6450   838.3480   2757.571   4.513186   564814.5   26.85600
  1178.153   246.5050   838.2650   2757.678   4.512616   567284.6   26.85606
  1179.654   246.4640   837.2362   2757.856   4.510652   569744.4   26.85523
  1181.152   246.3110   836.8267   2757.957   4.508879   572498.3   26.85568
  1182.654   246.2690   836.1801   2758.103   4.507232   575489.2   26.85504
  1184.153   246.1760   836.0293   2758.293   4.505205   577747.6   26.85555
  1185.724   246.1340   835.6287   2758.438   4.503685   580031.2   26.85498
  1187.153   246.0320   835.3371   2758.546   4.501405   582307.4   26.85485
  1188.725   246.0070   835.0170   2758.717   4.499948   584468.2   26.85479
  1190.151   245.9150   834.5542   2758.825   4.499442   586508.6   26.85479
  1191.653   245.8660   834.2354   2758.952   4.498049   588348.8   26.85454
  1193.152   245.8470   834.1517   2759.009   4.496718   590150.9   26.85441
  1194.653   245.7920   833.9159   2759.148   4.495325   591925.1   26.85536
  1196.152   245.7530   833.6047   2759.199   4.494248   593461.1   26.85403
  1197.652   245.7160   833.2357   2759.288   4.493298   595137.8   26.85384
  1199.153   245.6690   832.9987   2759.395   4.491778   596640.8   26.85352
  1200.653   245.6390   832.8085   2759.484   4.490384   598166.7   26.85359
  1202.329   245.5520   832.4985   2759.535   4.490321   599901.7   26.85447
  1203.654   245.5310   832.2462   2759.598   4.489181   601796.3   26.85346
  1205.152   245.4610   831.9445   2759.712   4.488421   604114.2   26.85333
  1206.653   245.4180   831.7835   2759.807   4.487534   606385.2   26.85321
  1208.161   245.3410   830.9721   2759.959   4.485824   608534.7   26.85390
  1209.653   245.2580   830.8517   2760.080   4.484304   610627.1   26.85314
  1211.160   245.1940   830.6248   2760.175   4.483354   613055.2   26.85264
  1212.654   245.0990   830.1531   2760.289   4.481580   615934.6   26.85302
  1214.152   245.0610   829.6904   2760.447   4.479997   618317.1   26.85264
  1215.652   244.9850   829.4026   2760.561   4.478731   620619.9   26.85245
  1217.150   244.9420   829.0115   2760.675   4.477907   622846.6   26.85276
  1218.652   244.8710   828.7814   2760.815   4.475564   624832.4   26.85289
  1220.152   244.8230   828.6774   2760.903   4.475563   626923.5   26.85232
  1221.724   244.7990   828.2445   2760.986   4.472650   628484.9   26.85226
  1223.152   244.7210   827.8851   2761.055   4.471320   630069.1   26.85137
  1224.779   244.6860   827.8154   2761.150   4.470940   631873.8   26.85276
  1226.226   244.6700   827.6144   2761.233   4.469293   633577.0   26.85188
  1227.652   244.5910   827.2880   2761.378   4.468533   635105.4   26.85276
  1229.152   244.5790   827.1624   2761.436   4.468533   636552.7   26.85175
  1230.652   244.5230   826.9311   2761.524   4.467646   638121.6   26.85106
  1232.222   244.4930   826.7067   2761.600   4.466316   639718.5   26.85194
  1233.722   244.4910   826.5672   2761.645   4.465429   640866.7   26.85169
  1235.150   244.4470   826.2820   2761.708   4.464480   641968.0   26.85150
  1236.653   244.4140   826.1223   2761.828   4.464352   643424.1   26.85143
  1238.447   244.3670   825.8776   2761.866   4.463276   645477.2   26.85201
  1239.738   244.2970   825.5410   2761.961   4.461819   646720.4   26.85137
  1241.152   244.2480   825.2760   2762.088   4.461882   648024.5   26.85112
  1242.653   244.2040   824.9736   2762.114   4.460426   650803.8   26.85156
  1244.643   244.1220   824.7486   2762.304   4.459665   653392.9   26.85074
  1246.149   244.0840   824.3423   2762.380   4.457576   655380.1   26.85156
  1247.653   243.9900   824.0875   2762.449   4.457005   657577.6   26.85124
  1249.143   243.9820   823.7654   2762.563   4.455359   659311.3   26.85131
  1250.650   243.8670   823.5182   2762.652   4.454345   661469.6   26.85093
  1252.144   243.8230   823.2545   2762.753   4.453142   663983.9   26.85029
  1253.650   243.7900   823.0682   2762.855   4.452508   665669.5   26.85080
  1255.188   243.7490   822.7062   2762.937   4.451178   667170.0   26.85061
  1256.650   243.6000   822.2435   2763.000   4.449088   670082.3   26.85118
  1258.141   243.5810   821.8929   2763.178   4.448771   673030.1   26.85118
  1259.651   243.5090   821.5196   2763.330   4.446998   675970.3   26.85010
  1261.149   243.5070   821.0626   2763.406   4.445984   679547.9   26.84998
  1262.649   243.3960   820.3069   2763.564   4.443515   681789.9   26.85055
  1264.151   243.3730   820.3760   2763.698   4.442374   684471.5   26.84979
  1265.650   243.3240   820.1117   2763.837   4.441551   686902.2   26.85036
  1267.149   243.2420   819.7073   2763.945   4.439651   689557.2   26.84991
  1268.651   243.2090   819.5894   2764.033   4.439144   691506.4   26.84991
  1270.149   243.1460   819.2319   2764.135   4.436674   693648.2   26.84947
  1271.643   243.0840   818.8705   2764.211   4.436231   695858.4   26.84896
  1273.149   243.0440   818.7076   2764.356   4.435154   697949.5   26.84947
  1274.648   242.9480   818.2627   2764.458   4.434014   700477.8   26.84896
  1276.140   242.9330   818.0427   2764.540   4.432367   702319.2   26.84858
  1277.651   242.8660   817.7339   2764.654   4.430910   704525.7   26.84871
  1279.149   242.8410   817.4456   2764.768   4.431037   706645.9   26.84922
  1280.649   242.7870   817.2554   2764.825   4.429707   708188.2   26.84915
  1282.150   242.7120   816.9942   2764.908   4.428314   710134.8   26.84814
  1283.650   242.6850   816.7489   2764.984   4.426920   711936.9   26.84820
  1285.186   242.6410   816.7508   2765.098   4.426667   713565.5   26.84865
  1286.649   242.5900   816.4136   2765.180   4.424640   715266.2   26.84896
  1288.149   242.6050   816.2601   2765.218   4.423057   716803.5   26.84820
  1289.650   242.5200   816.0459   2765.320   4.423184   718288.8   26.84846
  1291.150   242.5000   815.8348   2765.396   4.423437   719994.6   26.84763
  1292.649   242.4610   815.7017   2765.465   4.422677   721590.2   26.84789
  1294.149   242.3800   815.4279   2765.510   4.421979   723183.2   26.84789
  1295.640   242.4090   815.3258   2765.649   4.420269   724819.3   26.84776
  1297.148   242.3590   815.0494   2765.668   4.419953   726234.9   26.84833
  1298.648   242.3100   814.8586   2765.763   4.418306   727781.1   26.84814
  1300.148   242.2970   814.7559   2765.871   4.418496   729367.8   26.84890
  1301.648   242.1710   814.4359   2765.909   4.417040   730998.8   26.84801
  1303.148   242.2160   814.3769   2765.979   4.415646   732632.4   26.84732
  1304.648   242.1350   814.1030   2766.055   4.415013   734173.5   26.84732
  1306.148   242.0870   813.9604   2766.137   4.415330   735717.1   26.84789
  1307.650   242.1180   813.7823   2766.200   4.414316   737367.1   26.84782
  1309.141   242.0880   813.4140   2766.251   4.414190   738767.5   26.84852
  1310.648   242.0540   813.2175   2766.346   4.412923   740710.3   26.84719
  1312.148   241.9650   813.0444   2766.422   4.412036   742547.9   26.84706
  1313.648   241.9740   812.8600   2766.504   4.411212   744339.9   26.84795
  1315.270   241.8720   812.4968   2766.606   4.409946   746289.1   26.84687
  1316.684   241.8360   812.3618   2766.682   4.408426   748035.5   26.84681
  1318.148   241.8420   812.2077   2766.764   4.408236   749756.5   26.84820
  1319.648   241.7290   811.8667   2766.834   4.407666   752308.9   26.84757
  1321.148   241.7390   811.7190   2766.910   4.406588   754633.1   26.84694
  1322.648   241.6340   811.1859   2767.005   4.405195   756935.9   26.84668
  1324.139   241.6110   811.1168   2767.056   4.405132   759092.9   26.84738
  1325.647   241.5660   810.7549   2767.214   4.403802   761522.3   26.84643
  1327.147   241.4860   810.3378   2767.296   4.402535   763676.8   26.84681
  1328.647   241.4820   810.2604   2767.347   4.401522   765605.7   26.84599
  1330.146   241.3900   809.8066   2767.468   4.400635   767657.4   26.84637
  1331.647   241.3930   809.7748   2767.556   4.399621   769567.3   26.84580
  1333.149   241.3030   809.4928   2767.626   4.398545   771858.6   26.84548
  1334.647   241.3060   809.2709   2767.740   4.398355   773701.3   26.84554
  1336.148   241.3180   809.0789   2767.791   4.396518   775083.9   26.84573
  1337.647   241.2540   808.8145   2767.873   4.396201   776897.5   26.84599
  1339.148   241.2300   808.3524   2767.924   4.395695   778518.4   26.84542
  1340.646   241.1180   808.1262   2768.012   4.394238   781748.8   26.84630
  1342.145   241.0500   807.9683   2768.171   4.393225   786413.9   26.84624
  1343.639   241.0030   807.2266   2768.266   4.391198   788873.8   26.84599
  1345.341   240.9570   807.2532   2768.443   4.390311   791549.1   26.84548
  1346.640   240.8640   806.4831   2768.507   4.389361   793784.6   26.84554
  1348.147   240.8350   806.5554   2768.671   4.389044   796378.8   26.84466
  1349.647   240.7810   806.2225   2768.760   4.387587   799059.2   26.84586
  1351.147   240.7470   806.1262   2768.899   4.386574   801260.6   26.84453
  1352.647   240.4890   806.0894   2768.982   4.385117   805124.6   26.84472
  1354.138   240.5220   805.6089   2769.128   4.382647   808130.8   26.84554
  1355.647   240.5440   805.4594   2769.235   4.381190   810358.7   26.84504
  1357.139   240.4360   805.0112   2769.349   4.380303   813012.4   26.84516
  1358.648   240.4390   804.7861   2769.463   4.379354   815264.5   26.84390
  1360.138   240.3770   804.1053   2769.584   4.378341   817553.2   26.84415
  1361.648   240.3490   804.1345   2769.679   4.377074   820227.4   26.84428
  1363.183   240.3200   803.2921   2769.805   4.376820   822253.8   26.84421
  1364.645   240.2380   803.3358   2769.882   4.375744   824630.1   26.84440
  1366.145   240.2400   803.4550   2769.939   4.374983   826458.8   26.84371
  1367.639   240.1640   802.6893   2770.046   4.374096   828871.8   26.84390
  1369.145   240.1330   802.8801   2770.179   4.372640   831469.8   26.84333
  1370.646   240.0710   801.8367   2770.236   4.371627   833251.6   26.84358
  1372.146   240.0450   802.2576   2770.325   4.369473   835664.6   26.84320
  1373.646   240.0190   801.9178   2770.376   4.369409   837492.1   26.84288
  1375.274   239.9440   801.6123   2770.534   4.368777   840243.5   26.84307
  1376.654   239.9300   801.8132   2770.617   4.366940   842041.8   26.84288
  1378.148   239.8640   801.3163   2770.642   4.366559   844049.2   26.84295
  1379.647   239.8410   801.2884   2770.781   4.364976   846279.8   26.84358
  1381.148   239.7850   800.8941   2770.794   4.364659   848099.6   26.84295
  1382.647   239.7560   800.6982   2770.902   4.363836   850456.9   26.84345
  1384.301   239.7130   800.6564   2770.990   4.363519   852425.0   26.84339
  1385.639   239.6840   800.3115   2771.073   4.362126   854222.1   26.84263
  1387.138   239.6800   800.2418   2771.111   4.361113   855803.7   26.84250
  1388.644   239.6040   799.9078   2771.231   4.360859   857714.8   26.84174
  1390.146   239.5770   799.9344   2771.276   4.359465   859743.8   26.84282
  1391.646   239.4900   799.5616   2771.396   4.359086   863298.6   26.84238
  1393.145   239.4630   799.4659   2771.453   4.358389   865431.6   26.84307
  1394.645   239.3510   799.2568   2771.630   4.357312   867668.4   26.84257
  1396.144   239.3360   798.9709   2771.694   4.356488   870408.4   26.84238
  1397.636   239.2980   798.7503   2771.814   4.354335   872775.7   26.84269
  1399.137   239.2180   798.3110   2771.871   4.353386   875880.6   26.84181
  1400.644   239.1320   798.1329   2772.042   4.352118   880204.8   26.84181
  1402.144   239.0380   797.6429   2772.131   4.350598   883327.4   26.84162
  1403.639   239.0930   797.4470   2772.270   4.349269   885407.1   26.84162
  1405.754   239.0410   796.9659   2772.422   4.348825   888562.8   26.84231
  1407.143   238.9810   796.7605   2772.492   4.347621   890888.3   26.84181
  1408.646   238.9270   796.4417   2772.524   4.346481   893298.8   26.84162
  1410.144   238.9250   796.3859   2772.663   4.346482   895293.5   26.84155
  1411.637   238.8530   795.9434   2772.701   4.345025   897246.5   26.84105
  1413.144   238.8530   795.9497   2772.815   4.344771   899122.1   26.84124
  1414.645   238.7970   795.5694   2772.891   4.343441   901040.8   26.84143
  1416.145   238.7990   795.5656   2772.955   4.342681   902747.9   26.84098
  1417.637   238.7390   795.2747   2773.018   4.342301   904759.2   26.84098
  1419.143   238.7360   795.2037   2773.088   4.341667   906399.1   26.84130
  1420.645   238.6850   794.8835   2773.189   4.340527   908665.1   26.84029
  1422.143   238.6780   794.8208   2773.233   4.339387   910354.4   26.84086
  1423.637   238.6070   794.5178   2773.233   4.339768   911932.2   26.84029
  1425.143   238.6090   794.4842   2773.366   4.338058   913413.8   26.84003
  1426.637   238.5150   794.2230   2773.423   4.336790   915575.8   26.84041
  1428.143   238.5270   794.1235   2773.519   4.337107   917194.2   26.84086
  1429.637   238.4730   793.8452   2773.575   4.335524   919357.5   26.84073
  1431.143   238.4310   793.7216   2773.664   4.335080   921444.8   26.84003
  1432.637   238.3870   793.4554   2773.740   4.333878   923679.1   26.84022
  1434.143   238.3350   792.9356   2773.861   4.333244   926150.4   26.84060
  1435.645   238.2990   792.8336   2773.911   4.331787   928107.1   26.83978
  1437.136   238.2300   792.8228   2774.007   4.331723   931686.0   26.84010
  1438.645   238.1760   791.9981   2774.108   4.330521   935424.6   26.84041
  1440.135   238.0570   792.1426   2774.209   4.328810   939864.1   26.84003
  1441.643   238.0160   791.0757   2774.374   4.327987   943751.0   26.83940
  1443.142   237.8410   790.9002   2774.507   4.326466   948417.2   26.83934
  1444.643   237.8800   790.8894   2774.608   4.325010   951792.1   26.83991
  1446.142   237.7520   790.5928   2774.817   4.322856   955908.4   26.83908
  1447.643   237.7920   790.3094   2774.925   4.321779   959647.0   26.83883
  1449.141   237.5980   789.8606   2775.090   4.320703   963770.9   26.83927
  1450.644   237.6450   789.5950   2775.229   4.319753   966911.3   26.83896
  1452.141   237.5140   789.1361   2775.375   4.318550   970599.2   26.83915
  1453.642   237.5610   788.9884   2775.508   4.316966   973777.7   26.83845
  1455.142   237.3970   788.7006   2775.597   4.316016   977029.7   26.83832
  1456.642   237.4590   788.2512   2775.730   4.313482   979588.4   26.83839
  1458.142   237.2930   788.2100   2775.812   4.312533   982647.7   26.83801
  1459.636   237.3480   787.9038   2775.907   4.311835   985339.5   26.83851
  1461.142   237.2130   787.7751   2775.971   4.309999   988000.9   26.83782
  1462.642   237.2360   787.4823   2776.110   4.308733   992037.3   26.83801
  1464.136   237.1610   787.2427   2776.275   4.307149   994897.6   26.83870
  1465.642   237.1410   786.9257   2776.376   4.306578   997780.8   26.83782
  1467.141   237.1160   786.6664   2776.465   4.304869   999496.8   26.83826
  1468.642   237.0910   786.4059   2776.528   4.304362    1002128   26.83680
  1470.142   237.0920   786.3495   2776.611   4.303475    1003979   26.83775
  1471.641   237.0160   786.1175   2776.642   4.303728    1006489   26.83693
  1473.142   237.0330   786.0167   2776.731   4.302778    1008262   26.83826
  1474.642   236.9760   785.7796   2776.763   4.302588    1010326   26.83763
  1476.142   236.9780   785.6953   2776.877   4.301955    1012403   26.83604
  1477.642   236.9370   785.4456   2776.908   4.300942    1014370   26.83731
  1479.140   236.9200   785.2852   2776.991   4.300815    1016021   26.83674
  1480.634   236.8730   785.0392   2777.067   4.300308    1018024   26.83763
  1482.974   236.8250   784.6798   2777.162   4.299168    1020896   26.83725
  1484.142   236.7970   784.6367   2777.212   4.299169    1022442   26.83744
  1485.686   236.7540   784.3914   2777.289   4.297965    1024369   26.83706
  1487.137   236.7170   784.2900   2777.345   4.296825    1026742   26.83623
  1488.642   236.6360   783.8286   2777.479   4.296761    1028891   26.83674
  1490.133   236.6100   783.8120   2777.542   4.295368    1031759   26.83630
  1491.635   236.5430   782.0688   2777.625   4.294671    1033918   26.83649
  1493.142   236.5300   782.5740   2777.700   4.293974    1036399   26.83680
  1494.642   236.5110   783.0146   2777.789   4.292962    1038392   26.83674
  1496.140   236.4970   783.0539   2777.865   4.292391    1040796   26.83655
  1497.641   236.4480   782.8080   2777.909   4.291884    1042678   26.83687
  1499.141   236.4320   782.6951   2778.023   4.291377    1044967   26.83604
  1500.641   236.3910   782.4575   2778.042   4.289731    1046853   26.83598
  1502.141   236.3770   782.3731   2778.163   4.289858    1049073   26.83554
  1503.641   236.3320   782.0739   2778.195   4.289098    1050886   26.83655
  1505.141   236.3230   782.0232   2778.239   4.288274    1052903   26.83649
  1506.641   236.2880   781.8660   2778.328   4.287514    1054913   26.83547
  1508.614   236.2610   781.7462   2778.429   4.286944    1057420   26.83617
  1510.154   236.2320   781.5510   2778.511   4.285994    1059705   26.83528
  1511.633   236.1790   781.4432   2778.518   4.285740    1061816   26.83478
  1513.133   236.1420   781.2493   2778.619   4.285044    1063789   26.83503
  1514.641   236.0970   781.1510   2778.695   4.284094    1065612   26.83516
  1516.141   236.0740   780.9576   2778.708   4.283777    1067456   26.83585
  1517.639   236.0460   780.7643   2778.746   4.282701    1069405   26.83560
  1519.134   236.0180   780.6008   2778.841   4.282321    1071568   26.83585
  1520.640   236.0010   780.4373   2778.892   4.282257    1074034   26.83516
  1522.141   235.9970   780.2648   2778.917   4.280041    1076602   26.83522
  1523.641   235.9700   780.0721   2779.063   4.280041    1079050   26.83490
  1525.140   235.9350   779.8604   2779.139   4.279470    1081182   26.83484
  1526.634   235.8990   779.6569   2779.189   4.278774    1083324   26.83465
  1528.139   235.8670   779.4553   2779.284   4.276937    1085514   26.83503
  1529.640   235.7670   779.2747   2779.367   4.277063    1088630   26.83459
  1531.139   235.7230   779.0243   2779.455   4.277126    1092958   26.83440
  1532.640   235.6650   778.7454   2779.531   4.275163    1095712   26.83383
  1534.139   235.6350   778.4481   2779.665   4.274213    1099713   26.83357
  1535.796   235.5930   778.1362   2779.804   4.274023    1102331   26.83427
  1537.139   235.5730   777.9537   2779.861   4.272250    1104375   26.83522
  1538.640   235.5160   777.7299   2779.931   4.271236    1106564   26.83433
  1540.140   235.4420   777.5461   2780.038   4.270097    1109445   26.83414
  1541.639   235.3970   776.7264   2780.171   4.269780    1113021   26.83414
  1543.139   235.3870   777.0282   2780.235   4.268387    1116553   26.83383
  1544.638   235.3700   776.8481   2780.349   4.268197    1119676   26.83446
  1546.140   235.3220   776.7296   2780.412   4.266993    1121636   26.83389
  1547.638   235.2460   776.5895   2780.476   4.265726    1124518   26.83370
  1549.139   235.1620   776.4976   2780.564   4.266043    1129643   26.83313
  1550.640   235.1220   773.9272   2780.767   4.265030    1132418   26.83319
  1552.140   235.0620   775.0891   2780.843   4.264396    1135211   26.83389
  1553.640   235.0280   774.3633   2780.976   4.262812    1136510   26.83332
  1555.139   234.9120   773.0543   2781.014   4.261672    1138702   26.83338
  1556.640   234.9450   774.5573   2781.078   4.261039    1140544   26.83357
  1558.138   234.9600   775.0130   2781.192   4.260722    1145187   26.83256
  1559.691   234.9140   774.9598   2781.274   4.259266    1148913   26.83250
  1561.151   234.8770   774.7158   2781.306   4.258442    1152098   26.83300
  1562.644   234.8400   774.4191   2781.439   4.257555    1156218   26.83319
  1564.145   234.8250   774.1408   2781.527   4.257112    1160149   26.83313
  1565.804   234.7940   773.8841   2781.610   4.255909    1163524   26.83326
  1567.261   234.7650   773.6616   2781.705   4.255149    1166111   26.83212
  1568.701   234.7280   773.4226   2781.749   4.253819    1169140   26.83262
  1570.201   234.6940   773.2648   2781.844   4.253946    1171895   26.83186
  1571.775   234.6390   773.0803   2781.952   4.252489    1174376   26.83212
  1573.216   234.6210   772.9079   2782.009   4.251095    1175581   26.83231
  1574.778   234.5910   772.7050   2782.072   4.251221    1177340   26.83212
  1576.201   234.5610   772.5092   2782.180   4.250209    1179120   26.83256
  1577.656   234.5320   772.3532   2782.186   4.249702    1181102   26.83174
  1579.139   234.4960   772.1897   2782.294   4.249891    1183325   26.83180
  1580.647   234.4680   771.9932   2782.370   4.247674    1185722   26.83237
  1582.138   234.4390   771.8499   2782.434   4.247865    1187902   26.83167
  1583.640   234.4050   771.7003   2782.484   4.246471    1190351   26.83148
  1585.137   234.3670   771.5463   2782.573   4.246092    1192930   26.83117
  1586.639   234.3320   771.4088   2782.649   4.245078    1195135   26.83117
  1588.137   234.3010   771.1894   2782.706   4.244192    1197969   26.83155
  1589.709   234.2660   771.0480   2782.763   4.243685    1239787   26.82971
  1591.137   234.2520   770.8275   2782.845   4.242418    1243078   26.83015
  1593.138   234.2070   770.6601   2782.915   4.242608    1252408   26.82939
  1595.139   234.1640   770.3527   2783.004   4.240264    1263573   26.82977
  1597.209   234.1110   769.8025   2783.207   4.239124    1275029   26.83009
  1599.138   234.0520   769.5223   2783.359   4.236021    1283840   26.82971
  1601.138   233.9790   769.2446   2783.523   4.236084    1290119   26.82965
  1603.137   233.9250   768.7388   2783.682   4.235070    1296600   26.82914
  1605.137   233.8560   767.9877   2783.853   4.233297    1302752   26.82908
  1607.138   233.8050   766.8600   2784.074   4.230447    1305119   26.82870
  1609.138   233.7530   766.5018   2784.227   4.229877    1310031   26.82787
  1611.136   233.6830   766.5056   2784.436   4.228674    1310196   26.82711
  1613.137   233.6450   766.3826   2784.524   4.227597    1310398   26.82667
  1615.136   233.6050   766.6483   2784.664   4.225253    1310942   26.82768
  1617.207   233.5580   766.5811   2784.721   4.224874    1314550   26.82730
  1619.137   233.5000   766.4739   2784.778   4.223543    1317183   26.82718
  1621.207   233.4460   766.1196   2784.911   4.223416    1319550   26.82743
  1623.137   233.4060   765.9009   2784.993   4.222846    1322044   26.82648
  1625.208   233.3450   765.6074   2785.101   4.222086    1324867   26.82781
  1627.208   233.2620   765.3151   2785.209   4.221327    1328690   26.82686
  1629.137   233.2430   765.1326   2785.291   4.219870    1331032   26.82768
  1631.136   233.2140   764.9703   2785.418   4.218793    1333475   26.82718
  1633.136   233.1710   764.7789   2785.494   4.217653    1336286   26.82718
  1635.136   233.1310   764.6179   2785.551   4.217019    1339083   26.82705
  1637.136   233.0900   764.4156   2785.614   4.216576    1342020   26.82680
  1639.135   233.0500   764.1855   2785.728   4.215372    1345210   26.82642
  1641.136   233.0110   763.9871   2785.817   4.215500    1347577   26.82686
  1643.208   232.9660   763.8002   2785.937   4.214676    1350299   26.82597
  1645.135   232.9350   763.6055   2785.994   4.212839    1353198   26.82692
  1647.136   232.9040   763.4261   2786.089   4.212649    1356046   26.82591
  1649.135   232.8660   763.2493   2786.178   4.211889    1359502   26.82711
  1651.207   232.8270   763.0439   2786.241   4.212332    1363591   26.82705
  1653.135   232.7960   762.8538   2786.317   4.210622    1366591   26.82591
  1655.135   232.7650   762.6566   2786.413   4.209926    1370515   26.82566
  1656.635   232.7400   762.5076   2786.463   4.208279    1373566   26.82642
  1658.137   232.7160   762.3632   2786.482   4.208595    1376136   26.82642
  1659.636   232.6960   762.2110   2786.514   4.208215    1378326   26.82616
  1661.137   232.6710   762.0532   2786.641   4.207265    1381643   26.82585
  1662.635   232.6460   761.9225   2786.704   4.208025    1384288   26.82585
  1664.555   232.6150   761.7400   2786.780   4.206632    1386668   26.82597
  1666.634   232.5770   761.5391   2786.888   4.204985    1389466   26.82616
  1668.127   232.5540   761.4104   2786.945   4.205175    1392491   26.82610
  1669.635   232.5260   761.2653   2786.958   4.204035    1394694   26.82591
  1671.135   232.5000   761.1201   2787.008   4.203845    1396593   26.82547
  1672.643   232.4740   760.9705   2787.141   4.203846    1400251   26.82566
  1674.139   232.4400   760.8329   2787.179   4.202262    1402910   26.82508
  1675.635   232.4110   760.6973   2787.217   4.202008    1405201   26.82528
  1677.135   232.3810   760.5591   2787.281   4.202578    1406783   26.82502
  1678.637   232.3520   760.4209   2787.369   4.200995    1409062   26.82591
  1680.133   232.3300   760.2776   2787.458   4.200931    1412429   26.82490
  1681.633   232.3020   760.1274   2787.502   4.199729    1415898   26.82572
  1683.126   232.2740   759.9766   2787.534   4.199285    1418644   26.82490
  1684.633   232.2490   759.8199   2787.642   4.198779    1420227   26.82483
  1686.626   232.2130   759.6076   2787.705   4.198335    1423265   26.82490
  1688.135   232.1860   759.4415   2787.851   4.197002    1426810   26.82559
  1689.627   232.1580   759.2824   2787.876   4.196750    1429265   26.82483
  1691.134   232.1280   759.1227   2787.902   4.195610    1431190   26.82483
  1692.628   232.0940   758.9585   2788.035   4.196052    1433721   26.82471
  1694.215   232.0670   758.7855   2788.136   4.194912    1438266   26.82496
  1696.135   232.0280   758.5820   2788.219   4.193836    1445241   26.82338
  1697.634   232.0020   758.4121   2788.282   4.193393    1441506   26.82451
  1699.133   231.9760   758.2631   2788.301   4.192696    1448595   26.82433
  1700.634   231.9490   758.1281   2788.440   4.191619    1452077   26.82401
  1702.132   231.9210   757.9798   2788.491   4.191492    1455393   26.82420
  1703.634   231.8910   757.8296   2788.522   4.191239    1457925   26.82451
  1705.140   231.8670   757.6749   2788.662   4.191049    1460988   26.82382
  1706.640   231.8410   757.5164   2788.694   4.189592    1465077   26.82319
  1708.132   231.8050   757.3624   2788.750   4.189212    1469293   26.82306
  1709.633   231.7870   757.2077   2788.808   4.188389    1469128   26.82395
  1711.132   231.7660   757.0556   2788.890   4.187882    1473141   26.82363
  1712.627   231.7470   756.9161   2788.991   4.187819    1475774   26.82357
  1714.132   231.7240   756.7798   2789.010   4.187312    1477090   26.82401
  1716.134   231.6900   756.6106   2789.080   4.186679    1478572   26.82319
  1717.634   231.6610   756.5060   2789.181   4.186488    1479243   26.82357
  1719.142   231.6330   756.4033   2789.245   4.184905    1482078   26.82401
  1721.099   231.5960   756.2461   2789.302   4.184399    1483774   26.82312
  1722.632   231.5670   756.1054   2789.333   4.184145    1486813   26.82356
  1724.132   231.5370   755.9685   2789.390   4.183638    1488496   26.82312
  1725.633   231.5100   755.8176   2789.505   4.182878    1492306   26.82306
  1727.132   231.4810   755.6477   2789.524   4.182561    1494636   26.82363
  1728.633   231.4520   755.4722   2789.562   4.181295    1496092   26.82306
  1730.133   231.4280   755.3016   2789.701   4.181231    1499509   26.82287
  1731.632   231.3970   755.1400   2789.726   4.180598    1501434   26.82293
  1733.123   231.3710   754.9935   2789.726   4.180282    1503168   26.82204
  1734.642   231.3320   754.8420   2789.878   4.179838    1506408   26.82198
  1736.635   231.2900   754.6360   2789.929   4.179585    1508118   26.82243
  1738.133   231.2590   754.4858   2790.005   4.178128    1511485   26.82217
  1739.633   231.2420   754.3394   2790.024   4.177748    1513662   26.82261
  1741.544   231.1770   754.1879   2790.087   4.177241    1516979   26.82262
  1743.131   231.1540   754.0402   2790.195   4.175658    1520814   26.82261
  1744.633   231.1400   753.8627   2790.252   4.175405    1523498   26.82217
  1746.132   231.1000   753.7765   2790.271   4.174645    1525156   26.82249
  1747.634   231.0580   753.4811   2790.430   4.173695    1527106   26.82230
  1749.146   231.0110   753.2079   2790.493   4.173695    1530802   26.82192
